Date,Hour,Region,Temperature,Weather,Solar_Generation,Wind_Generation,Hydro_Generation,Grid_Supply,Total_Consumption,Battery_Level,Month
2024-03-09,23,Mysore,19.85,Windy,0.0,874.0,54.0,394.0,1339.0,21.2,3
2024-03-09,23,Mangalore,23.94,Cloudy,0.0,749.0,60.0,266.0,884.0,44.8,3
2024-03-09,23,Hubli-Dharwad,19.64,Rainy,0.0,1120.0,43.0,339.0,1116.0,53.3,3
2024-03-09,23,Belgaum,19.17,Windy,0.0,1760.0,44.0,288.0,933.0,100.0,3
2024-03-10,0,Bangalore,19.31,Rainy,0.0,721.0,30.0,1435.0,2837.0,0.0,3
2024-03-10,0,Mysore,19.74,Cloudy,0.0,631.0,50.0,260.0,850.0,38.2,3
2024-03-10,0,Mangalore,23.61,Windy,0.0,1488.0,55.0,171.0,575.0,100.0,3
2024-03-10,0,Hubli-Dharwad,19.57,Cloudy,0.0,966.0,43.0,222.0,735.0,69.2,3
2024-03-10,0,Belgaum,19.79,Windy,0.0,1433.0,49.0,190.0,624.0,100.0,3
2024-03-10,1,Bangalore,20.84,Windy,0.0,920.0,31.0,1332.0,2973.0,0.0,3
2024-03-10,1,Mysore,20.34,Windy,0.0,826.0,55.0,259.0,894.0,49.1,3
2024-03-10,1,Mangalore,24.95,Windy,0.0,1126.0,55.0,173.0,563.0,93.3,3
2024-03-10,1,Hubli-Dharwad,21.06,Windy,0.0,1626.0,43.0,231.0,734.0,100.0,3
2024-03-10,1,Belgaum,19.67,Cloudy,0.0,969.0,48.0,205.0,656.0,75.3,3
2024-03-10,2,Bangalore,20.63,Windy,0.0,972.0,32.0,1255.0,2888.0,0.0,3
2024-03-10,2,Mysore,22.96,Cloudy,0.0,648.0,51.0,259.0,848.0,39.6,3
2024-03-10,2,Mangalore,25.55,Cloudy,0.0,758.0,57.0,158.0,549.0,68.6,3
2024-03-10,2,Hubli-Dharwad,23.04,Windy,0.0,1864.0,39.0,206.0,698.0,100.0,3
2024-03-10,2,Belgaum,21.54,Windy,0.0,1307.0,44.0,180.0,633.0,100.0,3
2024-03-10,3,Bangalore,22.12,Cloudy,0.0,573.0,32.0,1545.0,2827.0,0.0,3
2024-03-10,3,Mysore,24.16,Cloudy,0.0,517.0,47.0,249.0,870.0,28.6,3
2024-03-10,3,Mangalore,26.28,Cloudy,0.0,823.0,61.0,163.0,554.0,73.1,3
2024-03-10,3,Hubli-Dharwad,24.19,Windy,0.0,1490.0,42.0,214.0,691.0,100.0,3
2024-03-10,3,Belgaum,23.04,Cloudy,0.0,837.0,49.0,202.0,671.0,65.0,3
2024-03-10,4,Bangalore,23.73,Windy,0.0,847.0,31.0,1249.0,2835.0,0.0,3
2024-03-10,4,Mysore,25.28,Cloudy,0.0,478.0,50.0,258.0,863.0,26.6,3
2024-03-10,4,Mangalore,27.3,Cloudy,0.0,646.0,60.0,174.0,582.0,58.7,3
2024-03-10,4,Hubli-Dharwad,26.28,Windy,0.0,1455.0,40.0,218.0,706.0,100.0,3
2024-03-10,4,Belgaum,24.5,Cloudy,0.0,1036.0,43.0,208.0,676.0,78.2,3
2024-03-10,5,Bangalore,27.06,Cloudy,0.0,526.0,32.0,1617.0,2898.0,0.0,3
2024-03-10,5,Mysore,27.13,Windy,0.0,987.0,52.0,266.0,881.0,61.1,3
2024-03-10,5,Mangalore,27.55,Cloudy,0.0,765.0,60.0,167.0,580.0,67.2,3
2024-03-10,5,Hubli-Dharwad,29.16,Cloudy,0.0,1034.0,42.0,212.0,738.0,73.7,3
2024-03-10,5,Belgaum,26.74,Windy,0.0,1767.0,43.0,201.0,643.0,100.0,3
2024-03-10,6,Bangalore,26.62,Windy,0.0,938.0,29.0,1830.0,3693.0,0.0,3
2024-03-10,6,Mysore,30.42,Cloudy,0.0,581.0,54.0,328.0,1138.0,14.8,3
2024-03-10,6,Mangalore,29.99,Sunny,0.0,682.0,54.0,232.0,744.0,49.4,3
2024-03-10,6,Hubli-Dharwad,30.46,Sunny,0.0,911.0,38.0,285.0,938.0,50.8,3
2024-03-10,6,Belgaum,28.87,Windy,0.0,1412.0,45.0,263.0,877.0,90.6,3
2024-03-10,7,Bangalore,29.14,Sunny,382.0,427.0,29.0,1865.0,3668.0,0.0,3
2024-03-10,7,Mysore,31.32,Windy,262.0,839.0,52.0,361.0,1196.0,47.0,3
2024-03-10,7,Mangalore,31.63,Cloudy,134.0,834.0,63.0,224.0,751.0,69.6,3
2024-03-10,7,Hubli-Dharwad,32.2,Sunny,430.0,923.0,40.0,277.0,939.0,81.8,3
2024-03-10,7,Belgaum,30.77,Windy,254.0,1693.0,49.0,250.0,842.0,100.0,3
2024-03-10,8,Bangalore,30.6,Sunny,694.0,456.0,29.0,1628.0,3742.0,0.0,3
2024-03-10,8,Mysore,32.03,Sunny,741.0,464.0,51.0,357.0,1203.0,53.7,3
2024-03-10,8,Mangalore,32.49,Rainy,154.0,841.0,59.0,242.0,793.0,68.3,3
2024-03-10,8,Hubli-Dharwad,33.7,Cloudy,353.0,908.0,41.0,280.0,960.0,73.9,3
2024-03-10,8,Belgaum,32.11,Sunny,742.0,825.0,43.0,242.0,845.0,100.0,3
2024-03-10,9,Bangalore,32.72,Windy,807.0,921.0,32.0,2821.0,5895.0,0.0,3
2024-03-10,9,Mysore,33.39,Rainy,245.0,644.0,47.0,497.0,1726.0,0.0,3
2024-03-10,9,Mangalore,33.44,Sunny,1156.0,745.0,56.0,368.0,1187.0,100.0,3
2024-03-10,9,Hubli-Dharwad,35.06,Rainy,272.0,1407.0,37.0,456.0,1478.0,66.7,3
2024-03-10,9,Belgaum,33.84,Windy,807.0,1360.0,46.0,382.0,1305.0,100.0,3
2024-03-10,10,Bangalore,32.51,Sunny,1647.0,444.0,29.0,2342.0,5815.0,0.0,3
2024-03-10,10,Mysore,34.65,Sunny,1735.0,440.0,45.0,541.0,1722.0,84.9,3
2024-03-10,10,Mangalore,33.21,Windy,908.0,1469.0,62.0,371.0,1179.0,100.0,3
2024-03-10,10,Hubli-Dharwad,35.56,Windy,1128.0,1504.0,41.0,452.0,1448.0,100.0,3
2024-03-10,10,Belgaum,34.59,Sunny,1455.0,840.0,41.0,370.0,1247.0,100.0,3
2024-03-10,11,Bangalore,34.08,Windy,1256.0,842.0,29.0,2381.0,5888.0,0.0,3
2024-03-10,11,Mysore,34.51,Sunny,1859.0,573.0,50.0,487.0,1662.0,100.0,3
2024-03-10,11,Mangalore,33.36,Sunny,1891.0,582.0,57.0,337.0,1152.0,100.0,3
2024-03-10,11,Hubli-Dharwad,35.59,Sunny,1993.0,986.0,42.0,413.0,1373.0,100.0,3
2024-03-10,11,Belgaum,34.28,Windy,1416.0,1624.0,45.0,398.0,1333.0,100.0,3
2024-03-10,12,Bangalore,32.88,Sunny,2204.0,542.0,28.0,1656.0,5289.0,0.0,3
2024-03-10,12,Mysore,34.51,Sunny,2192.0,458.0,53.0,464.0,1601.0,100.0,3
2024-03-10,12,Mangalore,34.06,Sunny,2213.0,574.0,63.0,329.0,1092.0,100.0,3
2024-03-10,12,Hubli-Dharwad,35.31,Sunny,2477.0,1062.0,37.0,374.0,1268.0,100.0,3
2024-03-10,12,Belgaum,33.98,Windy,1702.0,1481.0,41.0,337.0,1135.0,100.0,3
2024-03-10,13,Bangalore,32.26,Windy,1343.0,933.0,30.0,1946.0,5306.0,0.0,3
2024-03-10,13,Mysore,33.77,Sunny,2022.0,515.0,54.0,455.0,1522.0,100.0,3
2024-03-10,13,Mangalore,32.85,Cloudy,764.0,632.0,63.0,309.0,1012.0,81.3,3
2024-03-10,13,Hubli-Dharwad,34.76,Sunny,2104.0,992.0,42.0,406.0,1339.0,100.0,3
2024-03-10,13,Belgaum,33.97,Rainy,374.0,1323.0,45.0,355.0,1166.0,90.3,3
2024-03-10,14,Bangalore,30.94,Sunny,1588.0,567.0,27.0,2039.0,5516.0,0.0,3
2024-03-10,14,Mysore,32.36,Sunny,1552.0,535.0,51.0,505.0,1630.0,85.6,3
2024-03-10,14,Mangalore,32.24,Sunny,1324.0,759.0,66.0,302.0,1046.0,100.0,3
2024-03-10,14,Hubli-Dharwad,34.19,Windy,1288.0,1662.0,41.0,426.0,1359.0,100.0,3
2024-03-10,14,Belgaum,31.88,Sunny,1704.0,733.0,46.0,361.0,1220.0,100.0,3
2024-03-10,15,Bangalore,29.43,Windy,828.0,1056.0,28.0,3055.0,6350.0,0.0,3
2024-03-10,15,Mysore,30.38,Cloudy,496.0,650.0,47.0,515.0,1785.0,8.6,3
2024-03-10,15,Mangalore,32.12,Sunny,1079.0,757.0,58.0,374.0,1236.0,96.1,3
2024-03-10,15,Hubli-Dharwad,33.41,Sunny,1187.0,892.0,43.0,460.0,1488.0,94.4,3
2024-03-10,15,Belgaum,30.32,Windy,852.0,1544.0,48.0,440.0,1442.0,100.0,3
2024-03-10,16,Bangalore,26.95,Windy,486.0,825.0,29.0,3008.0,6053.0,0.0,3
2024-03-10,16,Mysore,29.63,Windy,525.0,823.0,50.0,566.0,1799.0,21.9,3
2024-03-10,16,Mangalore,29.13,Cloudy,267.0,871.0,62.0,398.0,1282.0,44.3,3
2024-03-10,16,Hubli-Dharwad,30.1,Sunny,883.0,758.0,40.0,441.0,1500.0,62.7,3
2024-03-10,16,Belgaum,29.08,Sunny,837.0,792.0,46.0,389.0,1344.0,73.2,3
2024-03-10,17,Bangalore,26.56,Sunny,404.0,591.0,31.0,3534.0,6352.0,0.0,3
2024-03-10,17,Mysore,27.56,Sunny,367.0,624.0,50.0,552.0,1930.0,0.0,3
2024-03-10,17,Mangalore,29.08,Sunny,379.0,620.0,57.0,387.0,1246.0,36.7,3
2024-03-10,17,Hubli-Dharwad,28.75,Sunny,452.0,1074.0,42.0,447.0,1535.0,52.3,3
2024-03-10,17,Belgaum,27.5,Windy,255.0,1488.0,44.0,448.0,1453.0,73.4,3
2024-03-10,18,Bangalore,24.59,Cloudy,0.0,627.0,31.0,3660.0,6073.0,0.0,3
2024-03-10,18,Mysore,26.35,Rainy,0.0,928.0,52.0,545.0,1842.0,0.0,3
2024-03-10,18,Mangalore,27.58,Sunny,0.0,636.0,58.0,376.0,1235.0,12.1,3
2024-03-10,18,Hubli-Dharwad,25.84,Sunny,0.0,964.0,40.0,436.0,1526.0,13.5,3
2024-03-10,18,Belgaum,24.08,Rainy,0.0,1370.0,45.0,432.0,1465.0,46.5,3
2024-03-10,19,Bangalore,22.39,Cloudy,0.0,709.0,28.0,2396.0,4314.0,0.0,3
2024-03-10,19,Mysore,23.99,Rainy,0.0,865.0,54.0,376.0,1283.0,24.5,3
2024-03-10,19,Mangalore,26.13,Windy,0.0,1422.0,57.0,257.0,898.0,90.7,3
2024-03-10,19,Hubli-Dharwad,24.19,Rainy,0.0,1201.0,43.0,324.0,1038.0,64.4,3
2024-03-10,19,Belgaum,24.36,Rainy,0.0,1337.0,46.0,303.0,1002.0,76.7,3
2024-03-10,20,Bangalore,20.17,Windy,0.0,864.0,31.0,2301.0,4360.0,0.0,3
2024-03-10,20,Mysore,21.7,Cloudy,0.0,526.0,53.0,400.0,1312.0,0.0,3
2024-03-10,20,Mangalore,25.68,Cloudy,0.0,916.0,58.0,260.0,840.0,59.4,3
2024-03-10,20,Hubli-Dharwad,22.22,Windy,0.0,1573.0,44.0,300.0,1028.0,91.2,3
2024-03-10,20,Belgaum,21.74,Windy,0.0,1230.0,47.0,297.0,970.0,71.5,3
2024-03-10,21,Bangalore,21.41,Windy,0.0,872.0,29.0,2250.0,4261.0,0.0,3
2024-03-10,21,Mysore,21.23,Windy,0.0,1014.0,52.0,371.0,1253.0,36.9,3
2024-03-10,21,Mangalore,24.52,Windy,0.0,1266.0,62.0,248.0,853.0,83.2,3
2024-03-10,21,Hubli-Dharwad,21.16,Windy,0.0,1372.0,39.0,341.0,1099.0,71.8,3
2024-03-10,21,Belgaum,19.65,Windy,0.0,1701.0,49.0,291.0,996.0,100.0,3
2024-03-10,22,Bangalore,20.27,Cloudy,0.0,672.0,29.0,2433.0,4318.0,0.0,3
2024-03-10,22,Mysore,19.84,Cloudy,0.0,572.0,52.0,384.0,1304.0,2.4,3
2024-03-10,22,Mangalore,23.2,Cloudy,0.0,781.0,64.0,251.0,842.0,50.2,3
2024-03-10,22,Hubli-Dharwad,20.95,Windy,0.0,1472.0,36.0,330.0,1109.0,77.9,3
2024-03-10,22,Belgaum,19.17,Windy,0.0,1303.0,41.0,305.0,1008.0,73.5,3
2024-03-10,23,Bangalore,19.95,Windy,0.0,1009.0,33.0,2240.0,4455.0,0.0,3
2024-03-10,23,Mysore,20.01,Windy,0.0,1175.0,49.0,375.0,1261.0,47.4,3
2024-03-10,23,Mangalore,23.82,Cloudy,0.0,666.0,65.0,263.0,854.0,41.4,3
2024-03-10,23,Hubli-Dharwad,20.74,Windy,0.0,1554.0,41.0,340.0,1108.0,84.1,3
2024-03-10,23,Belgaum,19.18,Windy,0.0,1255.0,46.0,290.0,967.0,73.4,3
2024-03-11,0,Bangalore,19.01,Windy,0.0,1016.0,27.0,1078.0,2781.0,0.0,3
2024-03-11,0,Mysore,20.98,Windy,0.0,868.0,49.0,258.0,845.0,55.0,3
2024-03-11,0,Mangalore,23.4,Windy,0.0,1068.0,56.0,162.0,563.0,89.3,3
2024-03-11,0,Hubli-Dharwad,21.16,Windy,0.0,1499.0,37.0,217.0,695.0,100.0,3
2024-03-11,0,Belgaum,18.94,Windy,0.0,1743.0,48.0,201.0,643.0,100.0,3
2024-03-11,1,Bangalore,20.38,Windy,0.0,843.0,33.0,1334.0,2886.0,0.0,3
2024-03-11,1,Mysore,21.63,Cloudy,0.0,679.0,53.0,253.0,873.0,40.1,3
2024-03-11,1,Mangalore,23.76,Cloudy,0.0,876.0,56.0,167.0,553.0,76.5,3
2024-03-11,1,Hubli-Dharwad,20.07,Windy,0.0,1507.0,44.0,227.0,736.0,100.0,3
2024-03-11,1,Belgaum,20.35,Windy,0.0,1631.0,49.0,183.0,616.0,100.0,3
2024-03-11,2,Bangalore,21.59,Cloudy,0.0,643.0,28.0,1429.0,2760.0,0.0,3
2024-03-11,2,Mysore,21.55,Cloudy,0.0,592.0,50.0,255.0,878.0,33.5,3
2024-03-11,2,Mangalore,24.72,Windy,0.0,1232.0,65.0,175.0,586.0,99.8,3
2024-03-11,2,Hubli-Dharwad,22.46,Windy,0.0,1696.0,40.0,217.0,694.0,100.0,3
2024-03-11,2,Belgaum,21.71,Windy,0.0,1758.0,47.0,200.0,661.0,100.0,3
2024-03-11,3,Bangalore,22.16,Windy,0.0,1045.0,31.0,1059.0,2762.0,0.0,3
2024-03-11,3,Mysore,22.65,Cloudy,0.0,708.0,47.0,283.0,906.0,39.4,3
2024-03-11,3,Mangalore,26.17,Windy,0.0,1031.0,54.0,181.0,603.0,83.7,3
2024-03-11,3,Hubli-Dharwad,24.09,Cloudy,0.0,1102.0,42.0,222.0,750.0,77.6,3
2024-03-11,3,Belgaum,22.63,Cloudy,0.0,1068.0,46.0,181.0,616.0,84.9,3
2024-03-11,4,Bangalore,24.42,Cloudy,0.0,521.0,29.0,1657.0,2886.0,0.0,3
2024-03-11,4,Mysore,24.62,Windy,0.0,999.0,49.0,252.0,841.0,64.5,3
2024-03-11,4,Mangalore,26.32,Windy,0.0,1041.0,60.0,173.0,559.0,87.9,3
2024-03-11,4,Hubli-Dharwad,26.56,Windy,0.0,1820.0,39.0,224.0,736.0,100.0,3
2024-03-11,4,Belgaum,23.65,Windy,0.0,1413.0,42.0,210.0,670.0,100.0,3
2024-03-11,5,Bangalore,26.95,Windy,0.0,936.0,31.0,1202.0,2782.0,0.0,3
2024-03-11,5,Mysore,27.34,Cloudy,0.0,553.0,49.0,265.0,852.0,32.5,3
2024-03-11,5,Mangalore,28.64,Cloudy,0.0,634.0,62.0,176.0,603.0,56.5,3
2024-03-11,5,Hubli-Dharwad,28.72,Windy,0.0,1610.0,43.0,205.0,692.0,100.0,3
2024-03-11,5,Belgaum,26.52,Cloudy,0.0,848.0,49.0,194.0,631.0,68.6,3
2024-03-11,6,Bangalore,27.42,Sunny,0.0,450.0,31.0,2364.0,3811.0,0.0,3
2024-03-11,6,Mysore,28.71,Cloudy,0.0,700.0,52.0,348.0,1138.0,23.0,3
2024-03-11,6,Mangalore,29.4,Cloudy,0.0,698.0,66.0,219.0,757.0,50.5,3
2024-03-11,6,Hubli-Dharwad,30.66,Sunny,0.0,1061.0,40.0,277.0,933.0,61.8,3
2024-03-11,6,Belgaum,29.17,Sunny,0.0,969.0,47.0,260.0,871.0,60.1,3
2024-03-11,7,Bangalore,28.69,Sunny,342.0,478.0,32.0,2022.0,3891.0,0.0,3
2024-03-11,7,Mysore,30.66,Sunny,369.0,572.0,46.0,353.0,1161.0,37.8,3
2024-03-11,7,Mangalore,31.59,Sunny,372.0,553.0,54.0,231.0,753.0,65.8,3
2024-03-11,7,Hubli-Dharwad,32.08,Windy,271.0,1960.0,44.0,286.0,951.0,100.0,3
2024-03-11,7,Belgaum,30.55,Windy,270.0,1641.0,43.0,250.0,839.0,100.0,3
2024-03-11,8,Bangalore,31.5,Windy,544.0,1169.0,33.0,1283.0,3819.0,0.0,3
2024-03-11,8,Mysore,33.25,Sunny,739.0,566.0,50.0,338.0,1164.0,63.4,3
2024-03-11,8,Mangalore,32.26,Sunny,769.0,588.0,62.0,227.0,760.0,96.1,3
2024-03-11,8,Hubli-Dharwad,34.01,Windy,562.0,1927.0,38.0,296.0,945.0,100.0,3
2024-03-11,8,Belgaum,32.74,Cloudy,289.0,1026.0,49.0,245.0,825.0,87.7,3
2024-03-11,9,Bangalore,32.06,Sunny,1244.0,527.0,28.0,2411.0,5489.0,0.0,3
2024-03-11,9,Mysore,33.01,Windy,829.0,822.0,50.0,551.0,1787.0,44.0,3
2024-03-11,9,Mangalore,34.08,Sunny,997.0,697.0,62.0,330.0,1104.0,95.6,3
2024-03-11,9,Hubli-Dharwad,34.54,Sunny,1349.0,735.0,37.0,438.0,1498.0,93.6,3
2024-03-11,9,Belgaum,33.94,Cloudy,478.0,965.0,43.0,411.0,1305.0,62.7,3
2024-03-11,10,Bangalore,33.23,Windy,1105.0,1000.0,31.0,2233.0,5658.0,0.0,3
2024-03-11,10,Mysore,34.5,Sunny,1714.0,616.0,45.0,513.0,1727.0,95.4,3
2024-03-11,10,Mangalore,33.27,Sunny,1447.0,691.0,61.0,341.0,1161.0,100.0,3
2024-03-11,10,Hubli-Dharwad,35.68,Cloudy,699.0,1033.0,37.0,431.0,1492.0,69.4,3
2024-03-11,10,Belgaum,34.71,Sunny,1694.0,826.0,42.0,357.0,1248.0,100.0,3
2024-03-11,11,Bangalore,33.49,Sunny,2085.0,570.0,28.0,1879.0,5790.0,0.0,3
2024-03-11,11,Mysore,34.52,Cloudy,839.0,506.0,46.0,488.0,1692.0,28.9,3
2024-03-11,11,Mangalore,32.47,Windy,1177.0,1240.0,65.0,329.0,1143.0,100.0,3
2024-03-11,11,Hubli-Dharwad,35.36,Rainy,401.0,1497.0,37.0,432.0,1470.0,82.6,3
2024-03-11,11,Belgaum,34.26,Sunny,2054.0,900.0,41.0,424.0,1352.0,100.0,3
2024-03-11,12,Bangalore,32.01,Sunny,2069.0,492.0,30.0,1498.0,5029.0,0.0,3
2024-03-11,12,Mysore,34.64,Sunny,2403.0,542.0,49.0,474.0,1518.0,100.0,3
2024-03-11,12,Mangalore,33.05,Cloudy,788.0,898.0,54.0,294.0,1011.0,100.0,3
2024-03-11,12,Hubli-Dharwad,36.28,Windy,1700.0,1509.0,37.0,388.0,1346.0,100.0,3
2024-03-11,12,Belgaum,34.31,Windy,1718.0,1776.0,49.0,366.0,1224.0,100.0,3
2024-03-11,13,Bangalore,31.6,Sunny,1740.0,631.0,33.0,1895.0,5399.0,0.0,3
2024-03-11,13,Mysore,34.32,Sunny,1874.0,621.0,53.0,485.0,1583.0,100.0,3
2024-03-11,13,Mangalore,33.22,Sunny,1783.0,748.0,61.0,321.0,1061.0,100.0,3
2024-03-11,13,Hubli-Dharwad,35.9,Cloudy,818.0,918.0,36.0,377.0,1320.0,81.6,3
2024-03-11,13,Belgaum,32.56,Rainy,395.0,1231.0,43.0,375.0,1246.0,79.6,3
2024-03-11,14,Bangalore,31.33,Windy,1006.0,956.0,28.0,1945.0,5085.0,0.0,3
2024-03-11,14,Mysore,32.63,Sunny,1518.0,477.0,49.0,475.0,1513.0,87.2,3
2024-03-11,14,Mangalore,32.53,Cloudy,519.0,854.0,59.0,315.0,1050.0,76.7,3
2024-03-11,14,Hubli-Dharwad,33.75,Sunny,1708.0,947.0,39.0,404.0,1337.0,100.0,3
2024-03-11,14,Belgaum,31.51,Sunny,1501.0,727.0,41.0,340.0,1161.0,100.0,3
2024-03-11,15,Bangalore,29.79,Sunny,1026.0,591.0,29.0,3042.0,6383.0,0.0,3
2024-03-11,15,Mysore,30.72,Sunny,1260.0,450.0,52.0,546.0,1780.0,48.7,3
2024-03-11,15,Mangalore,30.47,Sunny,1112.0,762.0,60.0,367.0,1206.0,100.0,3
2024-03-11,15,Hubli-Dharwad,31.66,Cloudy,504.0,1188.0,37.0,467.0,1576.0,60.7,3
2024-03-11,15,Belgaum,30.8,Sunny,1313.0,826.0,45.0,429.0,1418.0,100.0,3
2024-03-11,16,Bangalore,27.2,Rainy,148.0,871.0,31.0,3499.0,6161.0,0.0,3
2024-03-11,16,Mysore,29.24,Cloudy,303.0,621.0,49.0,614.0,1961.0,0.0,3
2024-03-11,16,Mangalore,30.66,Sunny,683.0,801.0,55.0,356.0,1244.0,70.7,3
2024-03-11,16,Hubli-Dharwad,30.22,Windy,532.0,1442.0,44.0,480.0,1527.0,84.4,3
2024-03-11,16,Belgaum,28.64,Sunny,754.0,867.0,47.0,409.0,1372.0,70.7,3
2024-03-11,17,Bangalore,25.7,Windy,251.0,1132.0,28.0,3505.0,6383.0,0.0,3
2024-03-11,17,Mysore,26.22,Windy,305.0,923.0,55.0,545.0,1872.0,8.8,3
2024-03-11,17,Mangalore,28.75,Rainy,76.0,865.0,59.0,399.0,1281.0,30.3,3
2024-03-11,17,Hubli-Dharwad,27.53,Cloudy,154.0,859.0,38.0,454.0,1577.0,13.2,3
2024-03-11,17,Belgaum,26.66,Windy,281.0,1348.0,46.0,416.0,1385.0,70.3,3
2024-03-11,18,Bangalore,24.41,Sunny,0.0,534.0,28.0,3786.0,5931.0,0.0,3
2024-03-11,18,Mysore,26.26,Sunny,0.0,450.0,48.0,783.0,1811.0,0.0,3
2024-03-11,18,Mangalore,27.21,Sunny,0.0,605.0,56.0,363.0,1247.0,9.0,3
2024-03-11,18,Hubli-Dharwad,25.44,Windy,0.0,1854.0,40.0,470.0,1555.0,73.7,3
2024-03-11,18,Belgaum,25.3,Windy,0.0,1676.0,47.0,448.0,1441.0,69.7,3
2024-03-11,19,Bangalore,21.85,Windy,0.0,1078.0,31.0,2141.0,4262.0,0.0,3
2024-03-11,19,Mysore,23.84,Windy,0.0,1020.0,51.0,386.0,1293.0,34.5,3
2024-03-11,19,Mangalore,26.36,Windy,0.0,1336.0,60.0,237.0,825.0,90.0,3
2024-03-11,19,Hubli-Dharwad,24.52,Cloudy,0.0,926.0,44.0,328.0,1049.0,44.5,3
2024-03-11,19,Belgaum,23.05,Windy,0.0,1454.0,44.0,308.0,1020.0,83.5,3
2024-03-11,20,Bangalore,21.41,Windy,0.0,1129.0,30.0,2127.0,4392.0,0.0,3
2024-03-11,20,Mysore,22.62,Rainy,0.0,918.0,50.0,418.0,1327.0,24.9,3
2024-03-11,20,Mangalore,25.26,Windy,0.0,1380.0,63.0,253.0,840.0,92.2,3
2024-03-11,20,Hubli-Dharwad,23.51,Cloudy,0.0,1047.0,36.0,330.0,1074.0,50.6,3
2024-03-11,20,Belgaum,21.37,Cloudy,0.0,802.0,45.0,278.0,928.0,44.3,3
2024-03-11,21,Bangalore,19.62,Windy,0.0,1051.0,27.0,2272.0,4526.0,0.0,3
2024-03-11,21,Mysore,20.44,Cloudy,0.0,688.0,50.0,416.0,1335.0,8.2,3
2024-03-11,21,Mangalore,23.21,Windy,0.0,1308.0,55.0,262.0,866.0,84.8,3
2024-03-11,21,Hubli-Dharwad,20.81,Windy,0.0,1445.0,36.0,313.0,1075.0,78.4,3
2024-03-11,21,Belgaum,20.33,Windy,0.0,1645.0,47.0,309.0,980.0,99.8,3
2024-03-11,22,Bangalore,19.55,Cloudy,0.0,546.0,33.0,2776.0,4461.0,0.0,3
2024-03-11,22,Mysore,21.51,Windy,0.0,865.0,54.0,398.0,1315.0,22.3,3
2024-03-11,22,Mangalore,24.2,Windy,0.0,1395.0,64.0,269.0,893.0,89.6,3
2024-03-11,22,Hubli-Dharwad,20.8,Windy,0.0,1892.0,36.0,313.0,1043.0,100.0,3
2024-03-11,22,Belgaum,20.2,Cloudy,0.0,1064.0,44.0,303.0,1001.0,57.5,3
2024-03-11,23,Bangalore,19.34,Windy,0.0,966.0,31.0,2276.0,4240.0,0.0,3
2024-03-11,23,Mysore,19.59,Cloudy,0.0,676.0,52.0,366.0,1273.0,11.9,3
2024-03-11,23,Mangalore,23.84,Windy,0.0,1392.0,58.0,259.0,863.0,91.1,3
2024-03-11,23,Hubli-Dharwad,19.88,Cloudy,0.0,1053.0,37.0,323.0,1039.0,53.6,3
2024-03-11,23,Belgaum,19.06,Cloudy,0.0,938.0,44.0,295.0,990.0,49.4,3
2024-03-12,0,Bangalore,19.58,Cloudy,0.0,711.0,29.0,1546.0,2950.0,0.0,3
2024-03-12,0,Mysore,20.49,Cloudy,0.0,524.0,50.0,252.0,841.0,31.3,3
2024-03-12,0,Mangalore,23.28,Windy,0.0,1162.0,58.0,173.0,560.0,96.2,3
2024-03-12,0,Hubli-Dharwad,20.75,Rainy,0.0,1571.0,37.0,214.0,747.0,100.0,3
2024-03-12,0,Belgaum,19.24,Windy,0.0,1696.0,49.0,196.0,671.0,100.0,3
2024-03-12,1,Bangalore,19.88,Cloudy,0.0,705.0,28.0,1399.0,2848.0,0.0,3
2024-03-12,1,Mysore,20.25,Windy,0.0,1053.0,49.0,273.0,890.0,64.8,3
2024-03-12,1,Mangalore,23.33,Cloudy,0.0,669.0,56.0,163.0,548.0,62.4,3
2024-03-12,1,Hubli-Dharwad,21.52,Windy,0.0,1463.0,37.0,220.0,729.0,100.0,3
2024-03-12,1,Belgaum,20.05,Windy,0.0,1756.0,45.0,182.0,627.0,100.0,3
2024-03-12,2,Bangalore,20.78,Cloudy,0.0,545.0,33.0,1576.0,2853.0,0.0,3
2024-03-12,2,Mysore,22.2,Windy,0.0,900.0,52.0,260.0,891.0,54.3,3
2024-03-12,2,Mangalore,25.25,Windy,0.0,1174.0,61.0,180.0,594.0,94.9,3
2024-03-12,2,Hubli-Dharwad,22.78,Cloudy,0.0,1077.0,38.0,216.0,739.0,76.3,3
2024-03-12,2,Belgaum,21.41,Windy,0.0,1374.0,44.0,195.0,646.0,100.0,3
2024-03-12,3,Bangalore,22.8,Rainy,0.0,827.0,29.0,1277.0,2852.0,0.0,3
2024-03-12,3,Mysore,23.29,Cloudy,0.0,628.0,45.0,265.0,877.0,35.7,3
2024-03-12,3,Mangalore,26.69,Cloudy,0.0,653.0,63.0,163.0,548.0,61.8,3
2024-03-12,3,Hubli-Dharwad,24.53,Cloudy,0.0,1021.0,42.0,209.0,697.0,75.6,3
2024-03-12,3,Belgaum,23.05,Cloudy,0.0,864.0,41.0,194.0,662.0,67.0,3
2024-03-12,4,Bangalore,25.31,Windy,0.0,1184.0,32.0,1006.0,2830.0,0.0,3
2024-03-12,4,Mysore,26.64,Cloudy,0.0,477.0,51.0,277.0,893.0,24.5,3
2024-03-12,4,Mangalore,27.28,Cloudy,0.0,876.0,64.0,171.0,581.0,75.1,3
